Stopping place,total_trains,total_delay_minutes,avg_delay_minutes,unique_trains,delays_above_5min,delays_above_15min,pct_delays_above_5min,pct_delays_above_15min,Unnamed: 0,Station,Avg number of travelers in the week,Avg number of travelers on Saturday,Avg number of travelers on Sunday,avg_weekday_travelers,delay_times_1000_travelers,degree_centrality,bottleneck_score,bottleneck_rank
AALST,271,194.41,1.43,55,6.0,1.0,2.21,0.74,0.0,AALST,6444,1768,1592,6444,2505.56,0.1508452535760728,0.7686849011650658,113.0
AALST-KERREBROEK,33,38.58,1.17,10,0.0,0.0,0.0,0.0,0.0,AALST-KERREBROEK,49,14,12,49,1.89,0.0,-2.917904647504252,555.0
AALTER,233,146.465,1.26,47,6.0,1.0,2.58,0.86,2.0,AALTER,2288,1055,855,2288,670.22,0.12548764629388817,0.19281077001470348,160.0
AARSCHOT,390,380.59,1.95,80,24.0,1.0,6.15,0.51,3.0,AARSCHOT,6270,1954,1395,6270,4772.6,0.15214564369310793,2.6043648014986216,39.0
AARSELE,31,112.47,3.63,8,8.0,1.0,25.81,3.23,0.0,AARSELE,41,12,10,41,4.61,0.007152145643693108,1.887827399361477,58.0
ACREN,93,152.165,3.27,19,12.0,0.0,12.9,1.08,5.0,ACREN,226,43,50,226,68.78,0.033810143042912875,0.3075503725052543,154.0
AISEAU,122,136.26,2.23,28,8.0,0.0,6.56,0.82,6.0,AISEAU,100,15,17,100,27.25,0.06892067620286085,-0.32527496608553297,230.0
ALKEN,133,163.375,2.46,27,10.0,0.0,7.52,0.0,7.0,ALKEN,647,254,310,647,211.41,0.06176853055916775,-0.10591753584201581,201.0
AMAY,90,45.0,1.0,18,2.0,0.0,2.22,0.0,8.0,AMAY,262,68,50,262,23.58,0.044863459037711315,-1.7344674337020887,437.0
AMPSIN,90,57.415,1.28,18,2.0,0.0,2.22,0.0,9.0,AMPSIN,134,30,20,134,15.39,0.05071521456436931,-1.6416581001858028,417.0
ANDENNE,227,267.61,2.36,46,15.0,2.0,6.61,1.76,10.0,ANDENNE,1746,499,427,1746,934.49,0.10533159947984395,0.9560608134990993,99.0
ANDERLECHT,137,189.36,2.76,28,9.0,3.0,6.57,4.38,0.0,ANDERLECHT,1000,300,250,1000,378.72,0.07802340702210664,-0.009988272012638633,184.0
ANGLEUR,372,408.05,2.19,76,24.0,2.0,6.45,1.34,11.0,ANGLEUR,565,147,126,565,461.1,0.1397919375812744,2.360570993608039,47.0
ANS,260,236.86,1.82,53,14.0,2.0,5.38,1.15,12.0,ANS,1040,118,88,1040,492.67,0.0812743823146944,0.5586883709618712,133.0
ANSEREMME,75,27.41,0.73,15,0.0,0.0,0.0,0.0,13.0,ANSEREMME,51,124,45,51,2.8,0.027958387516254877,-2.428755491445948,526.0
ANTOING,104,43.24,0.83,21,2.0,0.0,1.92,0.0,14.0,ANTOING,293,123,107,293,25.34,0.035110533159947985,-1.8258013715265573,453.0
ANTWERPEN-BERCHEM,1311,1364.635,2.08,269,62.0,10.0,4.73,1.45,15.0,ANTWERPEN-BERCHEM,17289,8163,8506,17289,47186.35,0.5487646293888166,15.046070264076906,4.0
ANTWERPEN-CENTRAAL,783,770.075,1.97,162,32.0,8.0,4.09,1.92,0.0,ANTWERPEN-CENTRAAL,43112,12933,10778,43112,66398.95,0.4694408322496749,10.573058867737108,8.0
ANTWERPEN-LUCHTBAL,268,371.21,2.77,56,24.0,4.0,8.96,2.99,17.0,ANTWERPEN-LUCHTBAL,1082,161,93,1082,803.3,0.10988296488946683,1.873924287466147,59.0
ANTWERPEN-NOORDERDOKKEN,134,206.04,3.08,28,14.0,2.0,10.45,2.24,18.0,ANTWERPEN-NOORDERDOKKEN,263,43,16,263,108.38,0.09622886866059818,0.88859984028358,102.0
ANTWERPEN-ZUID,399,422.7,2.12,81,19.0,2.0,4.76,1.25,19.0,ANTWERPEN-ZUID,3262,164,175,3262,2757.69,0.16384915474642392,2.5678732839969816,42.0
ANZEGEM,99,119.285,2.41,25,6.0,2.0,6.06,3.03,0.0,ANZEGEM,204,61,51,204,48.67,0.013654096228868661,-1.1681164128807895,343.0
APPELTERRE,155,199.54,2.57,31,11.0,2.0,7.1,2.58,21.0,APPELTERRE,213,60,54,213,85.0,0.05136540962288687,-0.09774497574151286,199.0
ARCADEN,65,123.14,3.79,13,8.0,2.0,12.31,6.15,0.0,ARCADEN,107,32,26,107,26.35,0.027958387516254877,-0.07356273320716304,193.0
ARCHENNES,140,90.5,1.29,28,2.0,1.0,1.43,1.43,23.0,ARCHENNES,148,10,11,148,26.79,0.056566970091027305,-1.3836667319027138,377.0
ARLON,234,136.99,1.17,49,2.0,0.0,0.85,0.43,24.0,ARLON,5476,1331,3075,5476,1500.31,0.06176853055916775,-0.7927486164214553,287.0
ASSE,140,225.475,3.22,28,14.0,2.0,10.0,2.86,25.0,ASSE,1085,239,182,1085,489.28,0.06697009102730819,0.5822429380291023,129.0
ASSESSE,104,74.89,1.44,21,3.0,0.0,2.88,0.0,26.0,ASSESSE,212,57,40,212,31.75,0.02340702210663199,-1.7064051306374575,429.0
ATH,269,405.79,3.02,55,22.0,6.0,8.18,4.46,27.0,ATH,5256,1592,1712,5256,4265.66,0.10403120936280884,1.8715372418951095,60.0
ATHUS,147,78.95,1.07,30,4.0,0.0,2.72,0.0,28.0,ATHUS,989,219,169,989,156.16,0.02080624187256177,-1.5301896121726934,397.0
AUBANGE,73,54.04,1.48,17,4.0,0.0,5.48,0.0,0.0,AUBANGE,87,26,21,87,9.4,0.02080624187256177,-1.4836509934988875,394.0
AUVELAIS,137,164.215,2.4,30,10.0,1.0,7.3,1.46,30.0,AUVELAIS,492,230,174,492,161.59,0.05981794538361508,-0.145088647283022,206.0
AYE,55,34.865,1.27,11,2.0,0.0,3.64,0.0,31.0,AYE,45,17,15,45,3.14,0.011703511053315995,-2.0450749908157695,494.0
AYWAILLE,79,106.785,2.7,16,6.0,1.0,7.59,2.53,32.0,AYWAILLE,180,87,95,180,38.44,0.029258777633289986,-0.8612468358694557,299.0
BAASRODE-ZUID,97,104.885,2.16,20,5.0,0.0,5.15,1.03,0.0,BAASRODE-ZUID,221,66,55,221,46.36,0.0377113133940182,-1.1137674612820283,333.0
BALEGEM-DORP,106,126.835,2.39,22,4.0,2.0,3.77,2.83,34.0,BALEGEM-DORP,291,74,72,291,73.82,0.04031209362808843,-1.2301054004212582,352.0
BALEGEM-ZUID,106,126.31,2.38,22,4.0,2.0,3.77,2.83,0.0,BALEGEM-ZUID,123,36,30,123,31.07,0.04226267880364109,-1.2116496714930989,349.0
BALEN,68,92.66,2.73,14,6.0,0.0,8.82,1.47,36.0,BALEN,285,98,71,285,52.82,0.0188556566970091,-0.8457888164725431,294.0
BALEN-WERKPLAATSEN,7,44.65,6.38,2,3.0,1.0,42.86,14.29,0.0,BALEN-WERKPLAATSEN,1000,300,250,1000,44.65,0.004551365409622887,2.98218339768532,32.0
BAMBRUGGE,37,38.88,1.05,10,0.0,0.0,0.0,0.0,0.0,BAMBRUGGE,49,14,12,49,1.91,0.005851755526657998,-2.8335778078001206,554.0
BARVAUX,80,74.01,1.85,16,2.0,0.0,2.5,0.0,38.0,BARVAUX,334,109,132,334,49.44,0.026657997399219768,-1.8621319800971283,460.0
BAS-OHA,90,66.015,1.47,18,3.0,0.0,3.33,0.0,39.0,BAS-OHA,56,19,31,56,7.39,0.0377113133940182,-1.565644131688129,401.0
BASSE-WAVRE,140,90.715,1.3,28,3.0,0.0,2.14,0.71,40.0,BASSE-WAVRE,434,31,33,434,78.74,0.055916775032509754,-1.2630513958691634,356.0
BEAURAING,75,46.69,1.25,15,1.0,0.0,1.33,0.0,41.0,BEAURAING,260,83,166,260,24.28,0.03185955786736021,-2.1045574047880975,500.0
BEERNEM,113,55.01,0.97,23,3.0,0.0,2.65,0.0,42.0,BEERNEM,601,172,138,601,66.12,0.043563068920676205,-1.5300566462282201,396.0
BEERSEL,196,211.25,2.16,40,10.0,1.0,5.1,1.02,0.0,BEERSEL,187,56,46,187,79.01,0.0812743823146944,0.10871221612990123,169.0
BEERVELDE,85,96.7,2.28,17,6.0,0.0,7.06,1.18,44.0,BEERVELDE,214,53,38,214,41.39,0.027308192457737322,-0.9695808891150288,320.0
BEGIJNENDIJK,90,144.59,3.21,19,8.0,2.0,8.89,3.33,45.0,BEGIJNENDIJK,315,108,123,315,91.09,0.032509752925877766,-0.44788724868137586,249.0
BEIGNEE,43,18.985,0.88,10,1.0,0.0,2.33,0.0,0.0,BEIGNEE,1000,300,250,1000,37.97,0.013003901170351105,-2.360636120258289,522.0
BELLEM,85,44.415,1.05,17,1.0,0.0,1.18,0.0,47.0,BELLEM,179,45,53,179,15.9,0.05201560468140442,-1.868052353521396,461.0
BELSELE,140,125.315,1.79,28,2.0,0.0,1.43,0.71,48.0,BELSELE,431,51,41,431,108.02,0.06501950585175553,-1.2060803605182764,346.0
BERINGEN,69,82.56,2.39,14,6.0,0.0,8.7,1.45,50.0,BERINGEN,135,54,40,135,22.29,0.02340702210663199,-0.8379525919755185,293.0
BERLAAR,90,121.79,2.71,19,6.0,1.0,6.67,2.22,51.0,BERLAAR,375,152,193,375,91.34,0.04096228868660598,-0.8036068123433049,290.0
BERTRIX,159,87.515,1.1,32,2.0,0.0,1.26,0.0,52.0,BERTRIX,329,105,189,329,57.58,0.055266579973992196,-1.3372393788848926,371.0
BERZEE,88,34.675,0.79,19,2.0,0.0,2.27,0.0,53.0,BERZEE,132,28,25,132,9.15,0.02340702210663199,-1.9929760526277864,481.0
BEUZET,100,74.415,1.49,20,5.0,0.0,5.0,0.0,54.0,BEUZET,141,21,17,141,20.99,0.044213263979193757,-1.1287426986861941,337.0
BEVEREN(WAAS),210,235.26,2.24,42,10.0,2.0,4.76,1.43,0.0,BEVEREN(WAAS),1000,300,250,1000,470.52,0.0741222366710013,0.11277039057762096,168.0
BEVERLO,68,91.425,2.69,14,6.0,0.0,8.82,1.47,56.0,BEVERLO,146,53,37,146,26.7,0.02990897269180754,-0.7301265412345179,284.0
BIERGES-WALIBI,206,117.525,1.14,43,4.0,0.0,1.94,0.49,57.0,BIERGES-WALIBI,146,504,562,146,34.32,0.07672301690507152,-0.6745873223780136,277.0
BIERSET-AWANS,90,32.575,0.72,18,0.0,0.0,0.0,0.0,58.0,BIERSET-AWANS,121,34,27,121,7.88,0.033810143042912875,-2.276588595093908,511.0
BILZEN,166,145.675,1.76,35,8.0,0.0,4.82,0.0,59.0,BILZEN,555,106,107,555,161.7,0.04226267880364109,-0.6700015774590334,276.0
BINCHE,39,17.9,0.92,9,0.0,0.0,0.0,0.0,60.0,BINCHE,335,187,154,335,11.99,0.022756827048114433,-2.690769707433814,544.0
BISSEGEM,104,152.91,2.94,21,8.0,2.0,7.69,2.88,61.0,BISSEGEM,272,85,131,272,83.18,0.053315994798439535,-0.3440770515118756,233.0
BLANKENBERGE,44,22.46,1.02,9,0.0,0.0,0.0,0.0,62.0,BLANKENBERGE,1790,1348,1679,1790,80.41,0.026657997399219768,-2.6100167570283253,540.0
BLANMONT,105,81.965,1.56,21,6.0,0.0,5.71,0.0,63.0,BLANMONT,172,22,16,172,28.2,0.02990897269180754,-1.1140557306533336,334.0
BLATON,109,67.415,1.24,22,3.0,0.0,2.75,0.92,64.0,BLATON,536,190,141,536,72.27,0.055916775032509754,-1.3692299921195206,376.0
BLERET,90,35.125,0.78,18,0.0,0.0,0.0,0.0,0.0,BLERET,63,19,15,63,4.43,0.035110533159947985,-2.256518166245722,509.0
BOCKSTAEL,225,194.775,1.73,45,12.0,0.0,5.33,0.44,66.0,BOCKSTAEL,929,129,107,929,361.89,0.09427828348504551,0.4069650826005846,147.0
BOECHOUT,170,138.19,1.63,35,6.0,1.0,3.53,1.18,67.0,BOECHOUT,424,143,186,424,117.19,0.06241872561768531,-0.6791619260088788,278.0
BOKRIJK,99,98.04,1.98,20,6.0,0.0,6.06,0.0,69.0,BOKRIJK,171,73,157,171,33.53,0.0377113133940182,-0.9596305922264456,319.0
BOMAL,75,59.035,1.57,15,2.0,0.0,2.67,0.0,70.0,BOMAL,236,65,112,236,27.86,0.03966189856957087,-1.753660719244428,439.0
BOOISCHOT,90,152.6,3.39,19,8.0,2.0,8.89,3.33,71.0,BOOISCHOT,293,118,79,293,89.42,0.04161248374512354,-0.3303160908316966,231.0
BOOM,124,97.11,1.57,27,6.0,0.0,4.84,0.81,72.0,BOOM,428,34,36,428,83.13,0.06046814044213264,-0.8026682164007359,289.0
BOONDAAL,333,421.025,2.53,68,24.0,4.0,7.21,2.1,0.0,BOONDAAL,936,280,234,936,788.16,0.1625487646293888,2.5839264389369387,41.0
BOORTMEERBEEK,188,195.585,2.08,39,11.0,2.0,5.85,2.13,74.0,BOORTMEERBEEK,604,196,185,604,236.27,0.07217165149544863,0.06953335180568383,175.0
BORDET,457,577.375,2.53,94,31.0,4.0,6.78,1.53,75.0,BORDET,1633,165,126,1633,1885.71,0.18400520156046815,3.7816591640521398,24.0
BORNEM,104,178.875,3.44,22,11.0,1.0,10.58,1.92,76.0,BORNEM,830,265,221,830,296.93,0.0247074122236671,-0.07336766221610164,192.0
BOSVOORDE,201,375.625,3.74,41,28.0,3.0,13.93,2.99,0.0,BOSVOORDE,880,264,220,880,661.1,0.10663198959687907,2.382092941864252,46.0
BOUSSU,88,141.015,3.2,18,8.0,1.0,9.09,2.27,77.0,BOUSSU,184,106,91,184,51.89,0.031209362808842653,-0.44661883928217583,248.0
BOUWEL,139,122.025,1.76,28,4.0,0.0,2.88,0.72,78.0,BOUWEL,467,149,199,467,113.97,0.035110533159947985,-1.285900653964046,362.0
BRACQUEGNIES,80,56.585,1.41,16,3.0,0.0,3.75,0.0,79.0,BRACQUEGNIES,119,25,25,119,13.47,0.01950585175552666,-1.7615477867994458,441.0
BRAINE-L'ALLEUD,426,462.975,2.17,87,24.0,2.0,5.63,1.17,0.0,BRAINE-L'ALLEUD,5735,1720,1433,5735,5310.32,0.16514954486345904,3.051347417170794,31.0
BRAINE-LE-COMTE,402,505.14,2.51,82,30.0,2.0,7.46,1.24,81.0,BRAINE-LE-COMTE,5298,1375,1093,5298,5352.46,0.1527958387516255,3.2216981870250083,29.0
BRESSOUX,139,86.29,1.24,28,2.0,1.0,1.44,1.44,82.0,BRESSOUX,145,46,29,145,25.02,0.02340702210663199,-1.7555494253736932,440.0
BRUGELETTE,99,102.175,2.06,20,5.0,1.0,5.05,2.02,92.0,BRUGELETTE,294,57,45,294,60.08,0.05786736020806242,-0.9094868493574751,307.0
BRUGGE,542,373.775,1.38,112,16.0,4.0,2.95,1.29,93.0,BRUGGE,18091,12737,12249,18091,13523.93,0.2399219765929779,4.024248898875068,21.0
BRUGGE-SINT-PIETERS,84,62.16,1.48,17,0.0,0.0,0.0,1.19,94.0,BRUGGE-SINT-PIETERS,99,12,7,99,12.31,0.027308192457737322,-2.306185445128066,514.0
BRUSSEL-CENTRAAL,2114,6635.443094928479,4.28,435,491.0,38.0,23.23,2.46,0.0,BRUSSEL-CENTRAAL,57833,17349,14458,57833,522859.48,0.9174252275682705,29.137796774613214,1.0
BRUSSEL-CONGRES,140,282.885,4.04,28,18.0,1.0,12.86,1.43,0.0,BRUSSEL-CONGRES,380,114,95,380,214.99,0.05851755526657997,1.1254583387231811,91.0
BRUSSEL-KAPELLEKERK,69,129.79,3.76,14,8.0,0.0,11.59,1.45,0.0,BRUSSEL-KAPELLEKERK,117,35,29,117,30.37,0.027958387516254877,-0.1643329741668662,208.0
BRUSSEL-LUXEMBURG,764,1035.66,2.71,158,66.0,6.0,8.64,1.7,0.0,BRUSSEL-LUXEMBURG,7804,2341,1951,7804,16164.58,0.35695708712613783,9.09906160750164,9.0
BRUSSEL-NOORD,2109,5075.024,3.01,436,351.0,32.0,16.64,1.9,0.0,BRUSSEL-NOORD,60049,18014,15012,60049,380937.65,1.0,27.973245122540604,2.0
BRUSSEL-SCHUMAN,752,1040.885,2.77,157,67.0,8.0,8.91,1.99,0.0,BRUSSEL-SCHUMAN,7434,2230,1858,7434,15475.88,0.328998699609883,8.774089020113236,11.0
BRUSSEL-WEST,70,101.09,2.89,14,7.0,0.0,10.0,1.43,0.0,BRUSSEL-WEST,172,51,43,172,34.77,0.029258777633289986,-0.4949732566749017,256.0
BRUSSEL-ZUID,1960,4122.382834850456,2.85,402,240.0,31.0,12.24,2.14,0.0,BRUSSEL-ZUID,58986,17696,14746,58986,329908.7,0.9213263979193758,27.19569925469243,3.0
BRUSSELS AIRPORT - ZAVENTEM,389,395.39,2.03,82,23.0,2.0,5.91,1.03,0.0,BRUSSELS AIRPORT - ZAVENTEM,1000,300,250,1000,790.78,0.22041612483745124,3.203164364556079,30.0
BUDA,70,112.815,3.22,14,8.0,0.0,11.43,0.0,0.0,BUDA,68,20,17,68,15.34,0.03966189856957087,-0.1022873095176407,200.0
BUGGENHOUT,97,112.785,2.33,20,6.0,0.0,6.19,1.03,96.0,BUGGENHOUT,562,236,187,562,126.77,0.04291287386215865,-0.8522201402741205,296.0
BUIZINGEN,134,211.01,3.15,27,12.0,2.0,8.96,2.24,97.0,BUIZINGEN,514,175,114,514,216.92,0.05136540962288687,0.15581987635975372,164.0
BURST,235,315.25,2.68,49,17.0,6.0,7.23,4.68,98.0,BURST,927,128,110,927,584.47,0.10078023407022106,1.160429881200376,89.0
CALLENELLE,40,88.17,2.2,8,5.0,1.0,12.5,2.5,0.0,CALLENELLE,44,13,11,44,3.88,0.0039011703511053317,-0.5119756100947994,260.0
CAMBRON-CASTEAU,99,102.885,2.08,20,4.0,0.0,4.04,1.01,100.0,CAMBRON-CASTEAU,156,251,146,156,32.1,0.053966189856957086,-1.1293199339987043,338.0
CARLSBOURG,70,31.865,0.91,14,0.0,0.0,0.0,0.0,101.0,CARLSBOURG,44,11,34,44,2.8,0.03706111833550065,-2.3451219205794054,519.0
CARNIERES,79,51.225,1.3,16,2.0,0.0,2.53,1.27,102.0,CARNIERES,111,38,22,111,11.37,0.02990897269180754,-1.8827381372188357,463.0
CEROUX-MOUSTY,86,61.165,1.42,20,2.0,0.0,2.33,0.0,103.0,CEROUX-MOUSTY,170,27,20,170,20.8,0.044863459037711315,-1.6966432805965102,426.0
CHAPELLE-DIEU,50,62.2,1.24,10,2.0,0.0,4.0,0.0,0.0,CHAPELLE-DIEU,44,13,11,44,2.74,0.003250975292587776,-2.0326056488021647,490.0
CHAPOIS,55,50.29,1.83,11,2.0,0.0,3.64,0.0,105.0,CHAPOIS,48,29,14,48,4.83,0.008452535760728219,-2.043100417697044,493.0
CHARLEROI-CENTRAL,521,419.2,1.61,110,16.0,4.0,3.07,1.34,0.0,CHARLEROI-CENTRAL,1000,300,250,1000,838.4,0.2685305591677503,3.9519215239333745,22.0
CHARLEROI-OUEST,93,52.91,1.14,21,2.0,0.0,2.15,1.08,106.0,CHARLEROI-OUEST,93,14,15,93,9.84,0.046163849154746424,-1.6989485046812298,427.0
CHASTRE,105,79.34,1.51,21,5.0,0.0,4.76,0.0,108.0,CHASTRE,370,79,48,370,58.71,0.03706111833550065,-1.209967594634435,348.0
CHATEAU-DE-SEILLES,90,58.29,1.3,18,2.0,0.0,2.22,0.0,109.0,CHATEAU-DE-SEILLES,136,25,14,136,15.85,0.02340702210663199,-1.9346853790835827,473.0
CHATELET,129,150.115,2.33,29,10.0,0.0,7.75,0.78,110.0,CHATELET,702,209,202,702,210.76,0.06892067620286085,-0.04021019251798687,188.0
CHAUDFONTAINE,140,154.74,2.21,29,9.0,0.0,6.43,0.71,111.0,CHAUDFONTAINE,94,21,12,94,29.09,0.06697009102730819,-0.23325328987632316,221.0
CHENEE,140,146.625,2.09,29,10.0,0.0,7.14,0.71,112.0,CHENEE,94,21,17,94,27.57,0.07087126137841353,-0.08516611927683947,196.0
CINEY,161,143.2,1.78,34,10.0,1.0,6.21,1.24,113.0,CINEY,2127,805,1090,2127,609.17,0.06501950585175553,-0.19552583910842947,215.0
COMBLAIN-LA-TOUR,81,62.085,1.53,17,2.0,0.0,2.47,0.0,114.0,COMBLAIN-LA-TOUR,127,44,54,127,15.77,0.04161248374512354,-1.730440175287248,434.0
COO,80,84.515,2.11,16,4.0,1.0,5.0,2.5,116.0,COO,35,50,66,35,5.92,0.02340702210663199,-1.4316329940272272,382.0
COUILLET,120,119.715,2.0,27,4.0,0.0,3.33,0.83,0.0,COUILLET,81,24,20,81,19.39,0.05071521456436931,-1.1430055983153968,339.0
COUR-SUR-HEURE,44,19.45,0.88,10,1.0,0.0,2.27,0.0,118.0,COUR-SUR-HEURE,32,16,9,32,1.24,0.020156046814044214,-2.2889047485749052,513.0
COURCELLES-MOTTE,70,42.6,1.22,14,1.0,0.0,1.43,0.0,119.0,COURCELLES-MOTTE,167,19,17,167,14.23,0.035110533159947985,-2.0873467202405536,499.0
COURRIERE,104,87.835,1.69,21,4.0,0.0,3.85,0.0,120.0,COURRIERE,219,61,40,219,38.47,0.0305591677503251,-1.4263785508927145,380.0
COURT-SAINT-ETIENNE,153,115.7,1.51,34,3.0,0.0,1.96,0.65,121.0,COURT-SAINT-ETIENNE,371,50,37,371,85.85,0.07607282184655396,-0.9505939795579064,315.0
COUVIN,39,8.3,0.43,8,0.0,0.0,0.0,0.0,122.0,COUVIN,134,28,29,134,2.22,0.02080624187256177,-2.7352262343188958,547.0
DAVE-SAINT-MARTIN,105,83.175,1.58,21,3.0,0.0,2.86,0.0,123.0,DAVE-SAINT-MARTIN,86,36,22,86,14.31,0.031209362808842653,-1.6011754476168572,408.0
DE HOEK,70,111.79,3.19,14,7.0,0.0,10.0,1.43,124.0,DE HOEK,204,192,91,204,45.61,0.016905071521456438,-0.6024392113553365,269.0
DE PANNE,45,12.235,0.54,9,0.0,0.0,0.0,0.0,125.0,DE PANNE,876,601,731,876,21.44,0.03706111833550065,-2.5189377889706894,534.0
DE PINTE,316,283.31,1.79,64,15.0,3.0,4.75,1.9,126.0,DE PINTE,1569,431,420,1569,889.03,0.1540962288686606,1.6436975124533793,68.0
DEINZE,206,300.55,2.92,46,16.0,3.0,7.77,2.91,127.0,DEINZE,2050,633,739,2050,1232.25,0.07867360208062418,0.8546818393926935,105.0
DELTA,134,141.46,2.11,27,6.0,2.0,4.48,2.24,0.0,DELTA,262,78,65,262,74.13,0.04291287386215865,-0.8988616912986693,305.0
DENDERLEEUW,684,665.665,1.95,139,32.0,7.0,4.68,2.05,129.0,DENDERLEEUW,11196,2076,1843,11196,14905.57,0.3257477243172952,6.725692861487881,14.0
DENDERMONDE,328,202.435,1.23,66,10.0,1.0,3.05,0.61,130.0,DENDERMONDE,5757,1363,1492,5757,2330.84,0.17815344603381014,1.516105701585003,71.0
DIEGEM,276,438.035,3.17,56,26.0,3.0,9.42,2.17,131.0,DIEGEM,1357,453,337,1357,1188.83,0.14954486345903772,2.5974424682126718,40.0
DIEPENBEEK,171,118.425,1.39,36,8.0,0.0,4.68,0.0,132.0,DIEPENBEEK,522,73,75,522,123.64,0.053966189856957086,-0.6094810099730297,270.0
DIESDELLE,332,384.825,2.32,68,20.0,3.0,6.02,1.81,0.0,DIESDELLE,663,199,165,663,510.28,0.15149544863459039,2.1532451218776583,53.0
DIEST,313,353.65,2.26,64,20.0,1.0,6.39,0.64,133.0,DIEST,3072,780,720,3072,2172.83,0.11378413524057217,1.6925184535414113,65.0
DIKSMUIDE,90,88.66,1.97,18,3.0,2.0,3.33,3.33,134.0,DIKSMUIDE,569,244,415,569,100.9,0.043563068920676205,-1.445011744584893,385.0
DILBEEK,155,76.15,0.98,31,2.0,0.0,1.29,0.0,135.0,DILBEEK,715,139,164,715,108.89,0.09557867360208062,-0.9422745470793342,312.0
DINANT,110,47.025,0.86,22,0.0,0.0,0.0,0.0,136.0,DINANT,1107,403,458,1107,104.11,0.0611183355006502,-1.8418563831984502,459.0
DOLHAIN-GILEPPE,81,110.415,2.73,17,6.0,1.0,7.41,2.47,137.0,DOLHAIN-GILEPPE,122,29,19,122,26.94,0.04291287386215865,-0.7269497960314175,283.0
DRONGEN,110,45.185,0.82,23,1.0,0.0,0.91,0.0,138.0,DRONGEN,434,68,84,434,39.22,0.056566970091027305,-1.7367283534375877,438.0
DUFFEL,139,104.55,1.5,28,6.0,0.0,4.32,0.0,139.0,DUFFEL,856,328,216,856,178.99,0.07672301690507152,-0.6215938158750439,275.0
DUINBERGEN,98,62.7,1.28,20,2.0,0.0,2.04,0.0,140.0,DUINBERGEN,212,114,118,212,26.58,0.036410923276983094,-1.7742915574708156,444.0
ECAUSSINNES,163,151.685,1.86,33,8.0,1.0,4.91,1.23,141.0,ECAUSSINNES,710,286,257,710,215.39,0.056566970091027305,-0.4986158866526696,257.0
EDE,136,250.86,3.69,28,11.0,4.0,8.09,6.62,0.0,EDE,380,114,95,380,190.65,0.08062418725617686,0.42338027455841143,146.0
EDINGEN,351,573.085,3.27,72,32.0,10.0,9.12,5.41,0.0,EDINGEN,1000,300,250,1000,1146.17,0.15864759427828348,3.3476460316596435,27.0
EEKLO,45,21.95,0.98,9,2.0,0.0,4.44,0.0,143.0,EEKLO,820,326,211,820,36.0,0.027308192457737322,-1.815927914822276,450.0
EICHEM,155,201.49,2.6,31,10.0,2.0,6.45,2.58,144.0,EICHEM,93,24,21,93,37.48,0.053966189856957086,-0.18133310602192543,212.0
EINE,118,54.765,0.93,28,2.0,0.0,1.69,0.85,145.0,EINE,491,107,64,491,53.78,0.04096228868660598,-1.7033440835517928,428.0
EKE-NAZARETH,140,93.65,1.34,28,3.0,0.0,2.14,0.71,146.0,EKE-NAZARETH,417,90,68,417,78.1,0.05916775032509753,-1.2208846245647313,350.0
EKEREN,204,265.025,2.6,42,16.0,2.0,7.84,2.45,147.0,EKEREN,1206,286,285,1206,639.24,0.09492847854356307,0.9282768661545182,101.0
ENGIS,90,61.735,1.37,18,2.0,0.0,2.22,0.0,149.0,ENGIS,175,33,36,175,21.61,0.05006501950585176,-1.6381084627695572,414.0
EPPEGEM,338,344.46,2.04,69,15.0,0.0,4.44,0.0,150.0,EPPEGEM,871,131,119,871,600.05,0.1469440832249675,1.7612787267418464,63.0
ERBISOEUL,98,144.165,2.94,20,8.0,2.0,8.16,3.06,0.0,ERBISOEUL,1000,300,250,1000,288.33,0.035110533159947985,-0.5027839514233512,258.0
EREMBODEGEM,173,114.85,1.33,35,4.0,0.0,2.31,0.0,152.0,EREMBODEGEM,1001,263,218,1001,229.93,0.06176853055916775,-0.9389838200122912,309.0
ERNAGE,97,83.61,1.72,20,5.0,0.0,5.15,0.0,153.0,ERNAGE,107,25,22,107,17.89,0.027308192457737322,-1.278222939590452,360.0
ERPE-MERE,58,22.88,0.39,12,0.0,0.0,0.0,0.0,0.0,ERPE-MERE,69,20,17,69,1.58,0.003250975292587776,-2.7932437532493615,551.0
ERPS-KWERPS,134,190.385,2.84,27,13.0,2.0,9.7,3.73,155.0,ERPS-KWERPS,289,50,54,289,110.04,0.06566970091027308,0.3882269891233696,148.0
ERQUELINNES,62,27.79,0.9,13,0.0,0.0,0.0,0.0,156.0,ERQUELINNES,197,93,114,197,10.95,0.0247074122236671,-2.528889679341566,536.0
ERQUELINNES-VILLAGE,88,52.71,1.2,19,0.0,0.0,0.0,0.0,157.0,ERQUELINNES-VILLAGE,42,11,9,42,4.43,0.024057217165149546,-2.343915425894232,518.0
ESNEUX,169,190.64,2.26,34,8.0,1.0,4.73,1.18,158.0,ESNEUX,176,60,78,176,67.11,0.07022106631989597,-0.26346071292101697,225.0
ESSEN,136,101.14,1.49,28,4.0,1.0,2.94,1.47,159.0,ESSEN,1668,491,442,1668,337.4,0.06371911573472042,-1.0244106240526263,324.0
