Stopping place,total_trains,total_delay_minutes,avg_delay_minutes,unique_trains,delays_above_5min,delays_above_15min,pct_delays_above_5min,pct_delays_above_15min,Unnamed: 0,Station,Avg number of travelers in the week,Avg number of travelers on Saturday,Avg number of travelers on Sunday,avg_weekday_travelers,delay_times_1000_travelers,degree_centrality,bottleneck_score,bottleneck_rank
BAMBRUGGE,48,42.35,0.88,10,0.0,0.0,0.0,0.0,0.0,BAMBRUGGE,1000,300,250,1000,42.35,0.0009718172983479105,-3.648026831026612,596.0
BARVAUX,70,53.15,1.52,14,1.0,0.0,1.43,0.0,38.0,BARVAUX,334,109,132,334,35.5,0.013605442176870748,-3.067366320019262,550.0
BAS-OHA,192,248.51,2.59,39,14.0,2.0,7.29,1.56,39.0,BAS-OHA,56,19,31,56,27.83,0.11273080660835763,0.10440541662609544,215.0
BASSE-WAVRE,177,74.665,0.84,37,4.0,1.0,2.26,1.13,40.0,BASSE-WAVRE,434,31,33,434,64.81,0.07482993197278912,-1.840924116009995,445.0
BEAURAING,60,39.9,1.33,12,1.0,0.0,1.67,0.0,41.0,BEAURAING,260,83,166,260,20.75,0.01652089407191448,-3.0479571353575152,546.0
BEERNEM,331,178.8,1.08,68,12.0,2.0,3.63,1.51,42.0,BEERNEM,601,172,138,601,214.92,0.19825072886297376,0.39229464680406084,183.0
BEERSEL,176,203.775,2.32,36,10.0,1.0,5.68,1.14,0.0,BEERSEL,1000,300,250,1000,407.55,0.06316812439261418,-0.8568104772517807,337.0
BEERVELDE,250,211.025,1.69,50,12.0,1.0,4.8,0.8,44.0,BEERVELDE,214,53,38,214,90.32,0.13119533527696792,-0.1784342103417635,249.0
BEGIJNENDIJK,188,269.99,2.87,39,14.0,2.0,7.45,2.13,45.0,BEGIJNENDIJK,315,108,123,315,170.09,0.05928085519922255,-0.2853830649304627,262.0
BEIGNEE,72,23.96,0.67,16,1.0,0.0,1.39,0.0,0.0,BEIGNEE,1000,300,250,1000,47.92,0.021379980563654033,-3.051790066378246,548.0
BELLEM,331,208.24,1.26,68,10.0,3.0,3.02,1.81,47.0,BELLEM,179,45,53,179,74.55,0.2108843537414966,0.39159292810919244,184.0
BELSELE,310,200.365,1.29,62,9.0,0.0,2.9,0.32,48.0,BELSELE,431,51,41,431,172.71,0.1292517006802721,-0.43092371985912076,280.0
BERINGEN,59,73.125,2.48,12,6.0,0.0,10.17,1.69,50.0,BERINGEN,135,54,40,135,19.74,0.022351797862001945,-0.802946975253497,324.0
BERLAAR,190,222.665,2.34,39,12.0,2.0,6.32,1.58,51.0,BERLAAR,375,152,193,375,167.0,0.062196307094266275,-0.6166613600843479,300.0
BERTRIX,134,80.04,1.19,27,2.0,0.0,1.49,0.0,52.0,BERTRIX,329,105,189,329,52.67,0.034013605442176874,-2.5574792846770085,516.0
BERZEE,68,28.925,0.85,15,2.0,0.0,2.94,0.0,53.0,BERZEE,132,28,25,132,7.64,0.015549076773566569,-2.719935991003897,534.0
BEUZET,287,431.785,3.01,59,26.0,6.0,9.06,3.83,54.0,BEUZET,141,21,17,141,121.76,0.12633624878522837,1.3863629449311374,97.0
BEVEREN(WAAS),300,240.1,1.6,60,10.0,0.0,3.33,0.33,0.0,BEVEREN(WAAS),1000,300,250,1000,480.2,0.13022351797862003,-0.28395954488285907,260.0
BEVERLO,58,81.39,2.81,12,6.0,0.0,10.34,1.72,56.0,BEVERLO,146,53,37,146,23.77,0.02040816326530612,-0.7668579386117517,320.0
BIERGES-WALIBI,234,117.365,1.0,50,4.0,1.0,1.71,0.85,57.0,BIERGES-WALIBI,146,504,562,146,34.27,0.0826044703595724,-1.5965354080887102,435.0
BIERSET-AWANS,158,149.235,1.89,33,8.0,2.0,5.06,2.53,58.0,BIERSET-AWANS,121,34,27,121,36.11,0.05539358600583091,-1.2565287893111927,396.0
BILZEN,142,121.65,1.71,30,6.0,0.0,4.23,0.0,59.0,BILZEN,555,106,107,555,135.03,0.04470359572400389,-1.6696066435990498,440.0
BILZEN-WIJKSPOOR,142,94.415,1.33,30,5.0,0.0,3.52,0.0,0.0,BILZEN-WIJKSPOOR,1000,300,250,1000,188.83,0.05053449951409135,-1.8439364735703363,446.0
BINCHE,30,11.615,0.77,7,0.0,0.0,0.0,0.0,60.0,BINCHE,335,187,154,335,7.78,0.028182701652089408,-3.5480484626560918,591.0
BISSEGEM,89,122.265,2.75,18,6.0,0.0,6.74,1.12,61.0,BISSEGEM,272,85,131,272,66.51,0.03498542274052478,-1.3481695278290855,410.0
BLANKENBERGE,39,20.475,1.05,8,0.0,0.0,0.0,0.0,62.0,BLANKENBERGE,1790,1348,1679,1790,73.3,0.025267249757045675,-3.517486345982037,589.0
BLANMONT,290,394.84,2.72,60,26.0,5.0,8.97,3.45,63.0,BLANMONT,172,22,16,172,135.82,0.14965986394557823,1.512173757224932,91.0
BLATON,148,167.44,2.26,30,8.0,3.0,5.41,4.05,64.0,BLATON,536,190,141,536,179.5,0.06608357628765792,-1.0873186598257285,370.0
BLERET,158,163.985,2.08,33,8.0,2.0,5.06,2.53,0.0,BLERET,1000,300,250,1000,327.97,0.052478134110787174,-1.2499851585770942,394.0
BOCKSTAEL,259,304.985,2.36,52,20.0,2.0,7.72,1.54,66.0,BOCKSTAEL,929,129,107,929,566.66,0.09815354713313897,0.48587891193880905,175.0
BOECHOUT,403,262.725,1.3,82,12.0,2.0,2.98,0.99,67.0,BOECHOUT,424,143,186,424,222.79,0.13508260447035958,0.14633857623634852,207.0
BOIS D'AUSSE,178,140.25,1.58,37,8.0,2.0,4.49,1.69,0.0,BOIS D'AUSSE,1000,300,250,1000,280.5,0.08843537414965986,-1.0441125853513777,361.0
BOKRIJK,84,90.075,2.14,17,6.0,0.0,7.14,0.0,69.0,BOKRIJK,171,73,157,171,30.81,0.031098153547133137,-1.3565817844319275,412.0
BOMAL,65,40.925,1.26,13,1.0,0.0,1.54,0.0,70.0,BOMAL,236,65,112,236,19.32,0.024295432458697766,-2.9916967680476825,544.0
BOOISCHOT,189,255.79,2.71,39,12.0,2.0,6.35,2.12,71.0,BOOISCHOT,293,118,79,293,149.89,0.04956268221574344,-0.6650317543026691,305.0
BOOM,111,87.7,1.58,24,4.0,0.0,3.6,0.9,72.0,BOOM,428,34,36,428,75.07,0.04178814382896016,-2.045500933974522,462.0
BOONDAAL,294,368.715,2.51,60,22.0,2.0,7.48,1.7,0.0,BOONDAAL,1000,300,250,1000,737.43,0.1379980563654033,1.0243659070834028,115.0
BOORTMEERBEEK,165,161.865,1.96,35,9.0,2.0,5.45,1.82,74.0,BOORTMEERBEEK,604,196,185,604,195.53,0.07191448007774538,-0.9634404655107119,354.0
BORDET,407,513.615,2.52,84,29.0,2.0,7.13,0.98,75.0,BORDET,1633,165,126,1633,1677.47,0.16229348882410108,1.893970997728612,70.0
BORNEM,90,166.665,3.7,19,10.0,1.0,11.11,2.22,76.0,BORNEM,830,265,221,830,276.66,0.0184645286686103,-0.30199711480763386,263.0
BOSVOORDE,378,670.325,3.55,79,54.0,7.0,14.29,3.7,0.0,BOSVOORDE,1000,300,250,1000,1340.65,0.18658892128279883,4.035996712302265,35.0
BOUSSU,78,133.075,3.41,16,8.0,1.0,10.26,2.56,77.0,BOUSSU,184,106,91,184,48.97,0.0369290573372206,-0.47353842898819787,282.0
BOUWEL,290,323.075,2.23,59,16.0,4.0,5.52,2.41,78.0,BOUWEL,467,149,199,467,301.75,0.1000971817298348,0.10584863816924106,214.0
BRACQUEGNIES,186,167.375,1.8,38,11.0,3.0,5.91,3.23,79.0,BRACQUEGNIES,119,25,25,119,39.84,0.08066083576287658,-0.6768417169579856,307.0
BRAINE-ALLIANCE,370,437.915,2.37,75,26.0,2.0,7.03,1.35,0.0,BRAINE-ALLIANCE,1000,300,250,1000,875.83,0.1379980563654033,1.3585654993208403,98.0
BRAINE-L'ALLEUD,368,420.165,2.28,75,22.0,2.0,5.98,1.36,0.0,BRAINE-L'ALLEUD,1000,300,250,1000,840.33,0.16229348882410108,1.2599419843971338,104.0
BRAINE-LE-COMTE,354,522.035,2.95,74,30.0,2.0,8.47,1.13,81.0,BRAINE-LE-COMTE,5298,1375,1093,5298,5531.48,0.16132167152575316,2.0938641631491683,63.0
BRESSOUX,119,62.875,1.06,24,2.0,0.0,1.68,0.84,82.0,BRESSOUX,145,46,29,145,18.23,0.024295432458697766,-2.686152687905122,527.0
BRUGELETTE,91,106.525,2.34,20,6.0,1.0,6.59,2.2,92.0,BRUGELETTE,294,57,45,294,62.64,0.03304178814382896,-1.42031427499517,421.0
BRUGGE,463,352.7,1.52,96,16.0,4.0,3.46,1.51,93.0,BRUGGE,18091,12737,12249,18091,12761.39,0.20894071914480078,1.5790799157763995,81.0
BRUGGE-SINT-PIETERS,248,182.215,1.47,51,6.0,1.0,2.42,0.81,94.0,BRUGGE-SINT-PIETERS,99,12,7,99,36.08,0.07482993197278912,-1.3137559078294612,403.0
BRUSSEL-CENTRAAL,2016,7643.681399416909,4.96,419,541.0,56.0,26.84,3.62,0.0,BRUSSEL-CENTRAAL,80000,24000,20000,80000,799324.0,0.956268221574344,50.10196096561688,1.0
BRUSSEL-CONGRES,2010,6172.094693877551,3.92,418,414.0,50.0,20.6,3.18,0.0,BRUSSEL-CONGRES,40000,12000,10000,40000,315034.0,0.9795918367346939,35.54530143661539,4.0
BRUSSEL-KAPELLEKERK,1997,5810.227918367347,3.66,416,327.0,49.0,16.37,3.1,0.0,BRUSSEL-KAPELLEKERK,35000,10500,8750,35000,255938.55,0.9931972789115646,32.62595013208333,5.0
BRUSSEL-LUXEMBURG,669,957.65,2.86,139,63.0,6.0,9.42,1.64,0.0,BRUSSEL-LUXEMBURG,1000,300,250,1000,1915.3,0.3556851311953353,5.990445750876278,24.0
BRUSSEL-NOORD,2011,5705.576707482993,3.57,419,374.0,46.0,18.6,2.88,0.0,BRUSSEL-NOORD,60000,18000,15000,60000,430849.2,0.9931972789115646,36.9317822609768,2.0
BRUSSEL-SCHUMAN,662,965.125,2.92,139,65.0,6.0,9.82,1.96,0.0,BRUSSEL-SCHUMAN,1000,300,250,1000,1930.25,0.34402332361516036,5.975344020108461,25.0
BRUSSEL-WEST,60,89.465,2.98,12,6.0,0.0,10.0,1.67,0.0,BRUSSEL-WEST,1000,300,250,1000,178.93,0.025267249757045675,-0.7859076602358092,322.0
BRUSSEL-ZUID,1908,5122.92,3.36,395,278.0,48.0,14.57,3.14,0.0,BRUSSEL-ZUID,75000,22500,18750,75000,480273.75,1.0,35.639583493803606,3.0
BRUSSELS AIRPORT - ZAVENTEM,336,380.84,2.27,71,23.0,2.0,6.85,1.19,0.0,BRUSSELS AIRPORT - ZAVENTEM,1000,300,250,1000,761.68,0.239067055393586,1.9226716798863785,67.0
BUDA,370,360.61,1.95,76,22.0,2.0,5.95,1.08,0.0,BUDA,1000,300,250,1000,721.22,0.22546161321671526,1.692661629628518,78.0
BUGGENHOUT,142,156.2,2.2,29,8.0,1.0,5.63,1.41,96.0,BUGGENHOUT,562,236,187,562,175.57,0.0456754130223518,-1.2493162714150188,393.0
BUIZINGEN,426,683.55,3.21,95,44.0,8.0,10.33,3.99,97.0,BUIZINGEN,514,175,114,514,702.69,0.20505344995140914,3.40878786439984,42.0
BURST,255,325.41,2.55,53,18.0,6.0,7.06,4.31,98.0,BURST,927,128,110,927,603.31,0.13313896987366375,0.6330893087075085,157.0
CALLENELLE,148,159.21,2.15,30,10.0,2.0,6.76,3.38,0.0,CALLENELLE,1000,300,250,1000,318.42,0.056365403304178816,-0.8397056418403411,334.0
CAMBRON-CASTEAU,91,107.815,2.37,20,6.0,0.0,6.59,1.1,100.0,CAMBRON-CASTEAU,156,251,146,156,33.64,0.034013605442176874,-1.410568953698633,419.0
CARLSBOURG,60,28.935,0.96,12,0.0,0.0,0.0,0.0,101.0,CARLSBOURG,44,11,34,44,2.55,0.031098153547133137,-3.3647613716481404,568.0
CARNIERES,185,194.075,2.1,38,10.0,2.0,5.41,2.7,102.0,CARNIERES,111,38,22,111,43.08,0.09718172983479106,-0.6226712730464039,301.0
CEROUX-MOUSTY,131,69.94,1.07,29,3.0,0.0,2.29,0.0,103.0,CEROUX-MOUSTY,170,27,20,170,23.78,0.07191448007774538,-2.065673924718791,464.0
CHAPELLE-DIEU,45,48.53,1.08,9,2.0,0.0,4.44,0.0,0.0,CHAPELLE-DIEU,1000,300,250,1000,48.53,0.0029154518950437317,-2.5139834172947313,512.0
CHAPOIS,118,115.61,1.96,25,7.0,2.0,5.93,2.54,105.0,CHAPOIS,48,29,14,48,11.1,0.07580174927113703,-1.0943443191411257,373.0
CHARLEROI-CENTRAL,442,380.475,1.72,92,14.0,4.0,3.17,1.58,0.0,CHARLEROI-CENTRAL,1000,300,250,1000,760.95,0.25170068027210885,1.5587113501491552,85.0
CHARLEROI-OUEST,136,73.19,1.08,30,2.0,1.0,1.47,1.47,106.0,CHARLEROI-OUEST,93,14,15,93,13.61,0.0728862973760933,-2.237469426973035,490.0
CHASTRE,291,395.275,2.72,60,24.0,5.0,8.25,3.44,108.0,CHASTRE,370,79,48,370,292.5,0.1477162293488824,1.3226126473759594,100.0
CHATEAU-DE-SEILLES,192,232.84,2.43,39,12.0,2.0,6.25,1.56,109.0,CHATEAU-DE-SEILLES,136,25,14,136,63.33,0.08940719144800778,-0.3807391712761259,275.0
CHATELET,225,314.11,2.79,48,18.0,4.0,8.0,3.56,110.0,CHATELET,702,209,202,702,441.01,0.1098153547133139,0.5207374785278387,172.0
CHAUDFONTAINE,241,294.85,2.45,50,24.0,4.0,9.96,2.9,111.0,CHAUDFONTAINE,94,21,12,94,55.43,0.10689990281827016,1.0188351414465948,118.0
CHENEE,287,538.19,3.75,60,38.0,8.0,13.24,5.23,112.0,CHENEE,94,21,17,94,101.18,0.13313896987366375,2.6765544009053146,56.0
CINEY,142,121.41,1.71,30,8.0,1.0,5.63,1.41,113.0,CINEY,2127,805,1090,2127,516.48,0.09426627793974733,-0.8892378683553481,347.0
COMBLAIN-LA-TOUR,69,45.35,1.31,14,0.0,0.0,0.0,0.0,114.0,COMBLAIN-LA-TOUR,127,44,54,127,11.52,0.034013605442176874,-3.273447013923513,560.0
COO,70,81.89,2.34,14,4.0,1.0,5.71,2.86,116.0,COO,35,50,66,35,5.73,0.023323615160349854,-1.8578820975058354,449.0
COUILLET,231,295.55,2.56,49,14.0,4.0,6.06,3.03,0.0,COUILLET,1000,300,250,1000,591.1,0.1098153547133139,0.02942652939428432,223.0
COUR-SUR-HEURE,67,33.575,1.0,15,2.0,0.0,2.99,0.0,118.0,COUR-SUR-HEURE,32,16,9,32,2.15,0.026239067055393587,-2.6135468456943403,519.0
COURCELLES-MOTTE,197,182.29,1.85,40,8.0,1.0,4.06,1.02,119.0,COURCELLES-MOTTE,167,19,17,167,60.88,0.0826044703595724,-1.0540458268706747,363.0
COURRIERE,178,157.9,1.77,37,8.0,1.0,4.49,1.12,120.0,COURRIERE,219,61,40,219,69.16,0.062196307094266275,-1.2410642145004767,391.0
COURT-SAINT-ETIENNE,131,78.515,1.2,29,2.0,0.0,1.53,0.0,121.0,COURT-SAINT-ETIENNE,371,50,37,371,58.26,0.07774538386783285,-2.192923089607261,483.0
COUVIN,29,6.675,0.46,6,0.0,0.0,0.0,0.0,122.0,COUVIN,134,28,29,134,1.79,0.01749271137026239,-3.6512088767934388,598.0
DAVE-SAINT-MARTIN,178,185.11,2.08,37,12.0,2.0,6.74,2.81,123.0,DAVE-SAINT-MARTIN,86,36,22,86,31.84,0.08649173955296405,-0.42312485925034904,278.0
DE HOEK,368,409.94,2.23,75,21.0,3.0,5.71,1.63,124.0,DE HOEK,204,192,91,204,167.26,0.12439261418853255,0.8392628902778388,134.0
DE PANNE,35,9.75,0.56,7,0.0,0.0,0.0,0.0,125.0,DE PANNE,876,601,731,876,17.08,0.03206997084548105,-3.496486033155141,582.0
DE PINTE,358,326.81,1.83,74,20.0,3.0,5.59,1.68,126.0,DE PINTE,1569,431,420,1569,1025.53,0.17978620019436345,1.1136388731962448,110.0
DEINZE,242,316.16,2.61,53,18.0,4.0,7.44,2.89,127.0,DEINZE,2050,633,739,2050,1296.26,0.13702623906705538,0.7053954057197709,147.0
DEINZE-WIJKSPOREN,237,209.465,1.77,50,14.0,2.0,5.91,2.11,0.0,DEINZE-WIJKSPOREN,1000,300,250,1000,418.93,0.11467444120505345,-0.08970650185496114,240.0
DELTA,119,136.135,2.29,24,6.0,2.0,5.04,2.52,0.0,DELTA,1000,300,250,1000,272.27,0.05539358600583091,-1.44692418524147,427.0
DENDERLEEUW,589,605.44,2.06,120,30.0,6.0,5.09,2.21,129.0,DENDERLEEUW,11196,2076,1843,11196,13557.01,0.28960155490767736,3.658943141386255,40.0
DENDERMONDE,278,181.275,1.3,56,9.0,1.0,3.24,0.72,130.0,DENDERMONDE,5757,1363,1492,5757,2087.2,0.15160349854227406,-0.28423674328182214,261.0
DIEGEM,804,1360.8,3.39,170,90.0,12.0,11.19,2.99,131.0,DIEGEM,1357,453,337,1357,3693.21,0.40816326530612246,8.180352991388725,11.0
DIEPENBEEK,147,104.79,1.43,31,8.0,0.0,5.44,0.0,132.0,DIEPENBEEK,522,73,75,522,109.4,0.038872691933916424,-1.4209409802165756,422.0
DIESDELLE,294,338.085,2.3,60,18.0,2.0,6.12,1.7,0.0,DIESDELLE,1000,300,250,1000,676.17,0.1292517006802721,0.554535716012345,169.0
DIEST,274,337.01,2.46,56,20.0,1.0,7.3,0.73,133.0,DIEST,3072,780,720,3072,2070.59,0.09620991253644315,0.5152637517231425,173.0
DIKSMUIDE,75,78.735,2.1,15,2.0,2.0,2.67,4.0,134.0,DIKSMUIDE,569,244,415,569,89.6,0.04664723032069971,-2.4093418575324317,501.0
DILBEEK,135,67.9,1.01,27,2.0,0.0,1.48,0.0,135.0,DILBEEK,715,139,164,715,97.1,0.05344995140913508,-2.4106947272951644,503.0
DINANT,95,44.11,0.93,19,0.0,0.0,0.0,0.0,136.0,DINANT,1107,403,458,1107,97.66,0.042759961127308066,-3.087277049172692,553.0
DOLHAIN-GILEPPE,179,272.585,3.05,37,16.0,4.0,8.94,3.91,137.0,DOLHAIN-GILEPPE,122,29,19,122,66.51,0.06899902818270165,0.13585772944236413,210.0
DRONGEN,329,149.14,0.91,68,10.0,3.0,3.04,1.82,138.0,DRONGEN,434,68,84,434,129.45,0.20116618075801748,0.20779082623895348,202.0
DUFFEL,604,1004.765,3.33,128,56.0,12.0,9.27,4.14,139.0,DUFFEL,856,328,216,856,1720.16,0.3012633624878523,5.286174978463834,28.0
DUINBERGEN,88,58.19,1.32,18,2.0,0.0,2.27,0.0,140.0,DUINBERGEN,212,114,118,212,24.67,0.02040816326530612,-2.711905400814336,533.0
ECAUSSINNES,144,144.06,2.0,29,8.0,1.0,5.56,1.39,141.0,ECAUSSINNES,710,286,257,710,204.57,0.038872691933916424,-1.3356073251697902,406.0
EDE,231,314.95,2.73,48,16.0,6.0,6.93,5.19,0.0,EDE,1000,300,250,1000,629.9,0.12439261418853255,0.40561330676706064,180.0
EDINGEN,302,546.635,3.62,62,32.0,10.0,10.6,6.29,0.0,EDINGEN,1000,300,250,1000,1093.27,0.12342079689018465,2.029276227266232,65.0
EEKLO,35,16.7,0.95,7,1.0,0.0,2.86,0.0,143.0,EEKLO,820,326,211,820,27.39,0.021379980563654033,-2.853523039485644,541.0
EICHEM,149,198.915,2.67,30,10.0,2.0,6.71,2.68,144.0,EICHEM,93,24,21,93,37.0,0.0456754130223518,-0.8779578742471409,341.0
EINE,120,60.085,1.0,24,2.0,0.0,1.67,0.83,145.0,EINE,491,107,64,491,59.0,0.03304178814382896,-2.61416395079022,520.0
EKE-NAZARETH,120,89.565,1.49,24,3.0,0.0,2.5,0.83,146.0,EKE-NAZARETH,417,90,68,417,74.7,0.052478134110787174,-2.19055784796263,480.0
EKEREN,178,276.7,3.11,37,16.0,2.0,8.99,2.81,147.0,EKEREN,1206,286,285,1206,667.4,0.09426627793974733,0.37801492576032547,187.0
ENGIS,192,217.735,2.27,39,13.0,1.0,6.77,1.04,149.0,ENGIS,175,33,36,175,76.21,0.09620991253644315,-0.21710092109855325,253.0
EPPEGEM,547,506.275,1.85,112,27.0,2.0,4.94,0.91,150.0,EPPEGEM,871,131,119,871,881.93,0.282798833819242,2.93594271306013,52.0
ERBISOEUL,294,436.75,2.97,60,23.0,4.0,7.82,2.38,0.0,ERBISOEUL,1000,300,250,1000,873.5,0.12050534499514091,1.0794117830749705,111.0
EREMBODEGEM,276,232.465,1.68,56,8.0,1.0,2.9,0.72,152.0,EREMBODEGEM,1001,263,218,1001,465.39,0.12147716229348883,-0.5832857342936618,296.0
ERNAGE,291,431.415,2.97,60,27.0,6.0,9.28,3.78,153.0,ERNAGE,107,25,22,107,92.32,0.13411078717201166,1.5236341832385087,89.0
ERPE-MERE,48,20.92,0.44,10,0.0,0.0,0.0,0.0,0.0,ERPE-MERE,1000,300,250,1000,20.92,0.001943634596695821,-3.6762583226991135,599.0
ERPS-KWERPS,706,999.665,2.83,147,68.0,12.0,9.63,3.26,155.0,ERPS-KWERPS,289,50,54,289,577.81,0.3848396501457726,6.490956086855916,21.0
ERQUELINNES,47,19.79,0.84,10,0.0,0.0,0.0,0.0,156.0,ERQUELINNES,197,93,114,197,7.8,0.023323615160349854,-3.5019421488386726,583.0
ERQUELINNES-VILLAGE,76,49.715,1.31,16,0.0,0.0,0.0,0.0,157.0,ERQUELINNES-VILLAGE,42,11,9,42,4.18,0.019436345966958212,-3.3593148784288682,567.0
ESNEUX,144,176.085,2.45,29,8.0,1.0,5.56,1.39,158.0,ESNEUX,176,60,78,176,61.98,0.052478134110787174,-1.1699167560588337,386.0
ESSEN,121,128.265,2.12,25,4.0,1.0,3.31,1.65,159.0,ESSEN,1668,491,442,1668,427.89,0.05928085519922255,-1.8516019008771112,447.0
ESSENE-LOMBEEK,135,73.95,1.1,27,2.0,0.0,1.48,0.0,160.0,ESSENE-LOMBEEK,327,67,56,327,48.36,0.056365403304178816,-2.37695483717568,499.0
ETTERBEEK,671,903.26,2.69,139,63.0,7.0,9.39,2.09,161.0,ETTERBEEK,7924,819,693,7924,14314.86,0.29737609329446063,5.680579536721828,27.0
EUPEN,30,5.06,0.34,6,0.0,0.0,0.0,0.0,162.0,EUPEN,560,582,420,560,5.67,0.019436345966958212,-3.6330738021719324,595.0
EVERE,406,538.485,2.65,84,30.0,2.0,7.39,0.99,163.0,EVERE,690,48,31,690,743.11,0.15451895043731778,1.9106250705784658,68.0
EVERGEM,80,55.91,1.4,16,3.0,0.0,3.75,0.0,164.0,EVERGEM,351,52,76,351,39.25,0.021379980563654033,-2.36841677965003,497.0
EZEMAAL,321,419.44,2.61,68,27.0,2.0,8.41,1.25,165.0,EZEMAAL,233,114,81,233,195.46,0.1467444120505345,1.5228515246914853,90.0
FAMILLEUREUX,144,127.175,1.77,29,6.0,0.0,4.17,0.69,0.0,FAMILLEUREUX,1000,300,250,1000,254.35,0.05053449951409135,-1.6148743745732907,437.0
FARCIENNES,227,353.64,3.12,52,20.0,4.0,8.81,3.52,167.0,FARCIENNES,165,25,25,165,116.7,0.11661807580174927,0.8504637051571499,133.0
FAUX,131,73.835,1.13,29,2.0,0.0,1.53,0.0,168.0,FAUX,153,23,20,153,22.59,0.07968901846452867,-2.1851284127355166,478.0
FEXHE-LE-HAUT-CLOCHER,156,136.875,1.75,33,7.0,2.0,4.49,1.92,0.0,FEXHE-LE-HAUT-CLOCHER,1000,300,250,1000,273.75,0.05344995140913508,-1.4409118271260062,425.0
FLAWINNE,214,235.965,2.21,48,15.0,2.0,7.01,1.87,170.0,FLAWINNE,70,8,4,70,33.04,0.10884353741496598,0.07503615958480861,220.0
FLEMALLE-ANNEXE,119,74.065,1.24,24,2.0,0.0,1.68,0.0,0.0,FLEMALLE-ANNEXE,1000,300,250,1000,148.13,0.029154518950437316,-2.6234040715383564,522.0
FLEMALLE-GRANDE,198,176.385,1.78,40,10.0,0.0,5.05,0.51,171.0,FLEMALLE-GRANDE,91,29,22,91,32.1,0.119533527696793,-0.4981951568045081,285.0
FLEMALLE-HAUTE,255,242.7,1.9,52,14.0,0.0,5.49,0.39,172.0,FLEMALLE-HAUTE,1198,354,294,1198,581.51,0.119533527696793,-0.01737805291901609,231.0
FLEURUS,133,67.1,1.01,29,1.0,0.0,0.75,0.75,173.0,FLEURUS,420,168,139,420,56.36,0.06316812439261418,-2.5235417804259397,514.0
FLOREE,177,157.375,1.78,37,8.0,2.0,4.52,2.26,0.0,FLOREE,1000,300,250,1000,314.75,0.08066083576287658,-1.0771152555666956,368.0
FLOREFFE,216,299.06,2.77,50,19.0,2.0,8.8,1.85,174.0,FLOREFFE,169,35,31,169,101.08,0.08066083576287658,0.40430497249871455,181.0
FLORENVILLE,74,65.75,1.78,15,3.0,0.0,4.05,0.0,175.0,FLORENVILLE,160,57,146,160,21.04,0.008746355685131196,-2.4094031590190452,502.0
FLORIVAL,177,93.7,1.06,37,2.0,1.0,1.13,1.13,176.0,FLORIVAL,93,9,10,93,17.43,0.07677356656948493,-2.078633729272687,466.0
FONTAINE-VALMONT,82,55.14,1.34,17,0.0,0.0,0.0,0.0,177.0,FONTAINE-VALMONT,78,27,26,78,8.6,0.029154518950437316,-3.241983066655772,559.0
FORCHIES,187,212.1,2.27,38,10.0,4.0,5.35,4.28,178.0,FORCHIES,134,32,24,134,56.84,0.08843537414965986,-0.6725715372059841,306.0
FORRIERES,111,112.66,2.03,23,8.0,2.0,7.21,3.6,181.0,FORRIERES,37,43,13,37,8.34,0.05053449951409135,-1.0204154809901114,359.0
FRAIPONT,241,287.725,2.39,51,20.0,4.0,8.3,3.32,182.0,FRAIPONT,90,44,35,90,51.79,0.09620991253644315,0.49761939747123607,174.0
FRAMERIES,88,189.36,4.3,20,8.0,2.0,9.09,4.55,0.0,FRAMERIES,1000,300,250,1000,378.72,0.029154518950437316,-0.6894525729429754,309.0
FRANCHIMONT,64,47.65,1.49,13,0.0,0.0,0.0,0.0,184.0,FRANCHIMONT,303,20,18,303,28.88,0.010689990281827016,-3.488077330015633,580.0
FRANIERE,216,335.825,3.11,48,22.0,2.0,10.19,1.85,185.0,FRANIERE,138,31,23,138,92.69,0.08551992225461613,0.8575892556940212,132.0
FROYENNES,194,354.815,3.66,42,24.0,4.0,12.37,4.64,186.0,FROYENNES,863,46,36,863,612.41,0.05150631681243926,1.0681101051418989,112.0
GALMAARDEN,117,249.625,4.27,24,16.0,4.0,13.68,6.84,187.0,GALMAARDEN,354,44,52,354,176.73,0.04470359572400389,0.8220213699277312,136.0
GASTUCHE,177,77.34,0.87,37,2.0,1.0,1.13,1.13,188.0,GASTUCHE,227,20,22,227,35.11,0.07774538386783285,-2.0974906252572323,470.0
GAVERE-ASPER,120,78.075,1.3,24,2.0,0.0,1.67,0.83,189.0,GAVERE-ASPER,508,109,84,508,79.32,0.042759961127308066,-2.501319773321664,510.0
GEDINNE,60,29.315,0.98,12,0.0,0.0,0.0,0.0,190.0,GEDINNE,108,47,112,108,6.33,0.022351797862001945,-3.4380138537640645,577.0
GEDINNE-MARCHANDISES,60,40.54,1.35,12,0.0,0.0,0.0,0.0,0.0,GEDINNE-MARCHANDISES,1000,300,250,1000,81.08,0.015549076773566569,-3.475054847002501,579.0
GEEL,133,157.01,2.36,27,10.0,2.0,7.52,2.26,191.0,GEEL,1686,615,635,1686,529.44,0.043731778425655975,-0.8187065733463192,327.0
GEMBLOUX,317,707.175,2.97,65,42.0,8.0,13.25,3.47,192.0,GEMBLOUX,6738,1591,1736,6738,6353.26,0.1467444120505345,3.3454355456293836,44.0
